InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
I536000,F004,COCONUT (YOUNG),44,8/26/2024 0:00,3.38,12473,Brazil,0.01,Credit Card,10.65,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),70,8/26/2024 0:00,7.44,12473,Brazil,0,Credit Card,4.72,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F003,MANGO (ALPHONSO),56,8/26/2024 0:00,4.2,12473,Brazil,0.02,Credit Card,8.33,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),47,8/26/2024 0:00,4.39,12473,Brazil,0.04,Credit Card,9.72,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),84,8/26/2024 0:00,6.17,12473,Brazil,0.03,Credit Card,13.07,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),62,8/26/2024 0:00,5.22,12473,Brazil,0.02,Credit Card,7.34,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F008,DRAGON FRUIT,81,8/26/2024 0:00,5.21,12473,Brazil,0.01,Credit Card,13.68,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F019,KUMQUAT,24,8/26/2024 0:00,1.37,12473,Brazil,0.03,Credit Card,3.27,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F010,GUAVA (PINK),58,8/26/2024 0:00,6.34,12473,Brazil,0.05,Credit Card,7.13,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),67,8/26/2024 0:00,4.33,12473,Brazil,0.04,Credit Card,4.42,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),47,8/26/2024 0:00,5.88,12473,Brazil,0.04,Credit Card,7.17,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F004,COCONUT (YOUNG),53,8/26/2024 0:00,2.89,12473,Brazil,0.05,Credit Card,6.52,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),85,8/26/2024 0:00,3.31,12473,Brazil,0.04,Credit Card,15.08,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),48,8/26/2024 0:00,5.6,12473,Brazil,0.02,Credit Card,8.66,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,V050,POTATOES (RUSSET),26,8/26/2024 0:00,1.76,12473,Brazil,0.03,Credit Card,4.96,Vegetables,Online,,Correios BR,SA1 (Brazil),Low
I536000,F008,DRAGON FRUIT,45,8/26/2024 0:00,7.08,12473,Brazil,0.03,Credit Card,3.6,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F040,LOQUAT,29,8/26/2024 0:00,2.68,12473,Brazil,0.01,Credit Card,3.73,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F007,STAR FRUIT,59,8/26/2024 0:00,3.79,12473,Brazil,0.04,Credit Card,7.11,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F007,STAR FRUIT,78,8/26/2024 0:00,2.86,12473,Brazil,0.1,Credit Card,12.46,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F016,POMELO,24,8/26/2024 0:00,1.13,12473,Brazil,0,Credit Card,3.02,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F003,MANGO (ALPHONSO),42,8/26/2024 0:00,4.6,12473,Brazil,0.04,Credit Card,6.58,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F011,ORANGE (VALENCIA),21,8/26/2024 0:00,1.35,12473,Brazil,0.03,Credit Card,4.07,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F009,PASSION FRUIT,71,8/26/2024 0:00,6.87,12473,Brazil,0.05,Credit Card,15.6,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F009,PASSION FRUIT,63,8/26/2024 0:00,6.78,12473,Brazil,0.01,Credit Card,7.28,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F009,PASSION FRUIT,69,8/26/2024 0:00,4.94,12473,Brazil,0.05,Credit Card,4.72,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),55,8/26/2024 0:00,2.9,12473,Brazil,0.02,Credit Card,5.61,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),34,8/26/2024 0:00,6.45,12473,Brazil,0.05,Credit Card,4.27,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),61,8/26/2024 0:00,6.03,12473,Brazil,0.05,Credit Card,7.82,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),71,8/26/2024 0:00,3.87,12473,Brazil,0.01,Credit Card,10.95,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),64,8/26/2024 0:00,4.67,12473,Brazil,0.04,Credit Card,9.69,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F020,CEDRAT,34,8/26/2024 0:00,1.1,12473,Brazil,0.01,Credit Card,2.06,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F010,GUAVA (PINK),60,8/26/2024 0:00,8.1,12473,Brazil,0,Credit Card,6.38,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),67,8/26/2024 0:00,3.56,12473,Brazil,0.03,Credit Card,10.89,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),41,8/26/2024 0:00,4.95,12473,Brazil,0.03,Credit Card,4.99,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),63,8/26/2024 0:00,3.14,12473,Brazil,0.03,Credit Card,10.81,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F004,COCONUT (YOUNG),70,8/26/2024 0:00,3.87,12473,Brazil,0.05,Credit Card,5.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),42,8/26/2024 0:00,8.1,12473,Brazil,0.04,Credit Card,6.86,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),85,8/26/2024 0:00,4.68,12473,Brazil,0.02,Credit Card,15.65,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F003,MANGO (ALPHONSO),62,8/26/2024 0:00,6.1,12473,Brazil,0.02,Credit Card,8.33,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),58,8/26/2024 0:00,6.05,12473,Brazil,0.03,Credit Card,12.28,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F003,MANGO (ALPHONSO),70,8/26/2024 0:00,8.09,12473,Brazil,0.05,Credit Card,13.71,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),63,8/26/2024 0:00,3.22,12473,Brazil,0.03,Credit Card,4.4,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F008,DRAGON FRUIT,37,8/26/2024 0:00,6.25,12473,Brazil,0.03,Credit Card,4.56,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),67,8/26/2024 0:00,4.76,12473,Brazil,0.04,Credit Card,14.51,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F008,DRAGON FRUIT,47,8/26/2024 0:00,5.82,12473,Brazil,0.02,Credit Card,8.94,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F016,POMELO,27,8/26/2024 0:00,2.6,12473,Brazil,0.01,Credit Card,2.49,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F004,COCONUT (YOUNG),42,8/26/2024 0:00,4.93,12473,Brazil,0.04,Credit Card,9.43,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F035,NECTARINES,17,8/26/2024 0:00,4.49,12473,Brazil,0.04,Credit Card,6.54,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),62,8/26/2024 0:00,5.53,12473,Brazil,0.01,Credit Card,5.03,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F004,COCONUT (YOUNG),67,8/26/2024 0:00,6.06,12473,Brazil,0.05,Credit Card,4.46,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F023,RASPBERRIES (HALF PINT),35,8/26/2024 0:00,5.4,12473,Brazil,0.04,Credit Card,3.96,Berries,Online,,Correios BR,SA1 (Brazil),Low
I536000,F010,GUAVA (PINK),86,8/26/2024 0:00,5.98,12473,Brazil,0.1,Credit Card,9.7,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F003,MANGO (ALPHONSO),64,8/26/2024 0:00,6.56,12473,Brazil,0.02,Credit Card,9.78,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),62,8/26/2024 0:00,6.82,12473,Brazil,0,Credit Card,9.04,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F009,PASSION FRUIT,59,8/26/2024 0:00,5.61,12473,Brazil,0.04,Credit Card,9.41,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F004,COCONUT (YOUNG),47,8/26/2024 0:00,3.97,12473,Brazil,0.04,Credit Card,7.8,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F013,LIME (KEY),36,8/26/2024 0:00,2.45,12473,Brazil,0.03,Credit Card,3.01,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),53,8/26/2024 0:00,6.01,12473,Brazil,0.03,Credit Card,8.08,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F018,CLEMENTINE,25,8/26/2024 0:00,3.14,12473,Brazil,0.03,Credit Card,3.24,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F034,CHERRIES (RAINIER),20,8/26/2024 0:00,3.26,12473,Brazil,0.03,Credit Card,5.01,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F001,BANANA (ORGANIC),49,8/26/2024 0:00,5.43,12473,Brazil,0.1,Credit Card,5.77,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F012,LEMON (MEYER),15,8/26/2024 0:00,1.89,12473,Brazil,0,Credit Card,5.95,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F011,ORANGE (VALENCIA),19,8/26/2024 0:00,1.55,12473,Brazil,0.04,Credit Card,3.96,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F010,GUAVA (PINK),73,8/26/2024 0:00,3.28,12473,Brazil,0.05,Credit Card,13.73,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F012,LEMON (MEYER),19,8/26/2024 0:00,1.86,12473,Brazil,0.05,Credit Card,3.94,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),34,8/26/2024 0:00,4.04,12473,Brazil,0.02,Credit Card,3.82,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),67,8/26/2024 0:00,3.32,12473,Brazil,0.01,Credit Card,13.66,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,V046,LETTUCE (ROMAINE),1,8/26/2024 0:00,3.4,12473,Brazil,0.15,Credit Card,286.56,Vegetables,Online,,Correios BR,SA1 (Brazil),Low
I536000,V046,LETTUCE (ROMAINE),23,8/26/2024 0:00,2.06,12473,Brazil,0.02,Credit Card,4.25,Vegetables,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),85,8/26/2024 0:00,4.18,12473,Brazil,0.02,Credit Card,7.25,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F003,MANGO (ALPHONSO),63,8/26/2024 0:00,5.57,12473,Brazil,0.01,Credit Card,12.57,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F032,PLUMS (BLACK),22,8/26/2024 0:00,4.17,12473,Brazil,0.04,Credit Card,6.11,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F010,GUAVA (PINK),72,8/26/2024 0:00,3.31,12473,Brazil,0.02,Credit Card,5.83,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F004,COCONUT (YOUNG),34,8/26/2024 0:00,5.57,12473,Brazil,0.1,Credit Card,4.28,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F009,PASSION FRUIT,57,8/26/2024 0:00,4.65,12473,Brazil,0.02,Credit Card,4.89,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F002,PINEAPPLE (HAWAIIAN),89,8/26/2024 0:00,3.52,12473,Brazil,0.1,Credit Card,6.54,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),41,8/26/2024 0:00,5.71,12473,Brazil,0.02,Credit Card,3.86,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F001,BANANA (ORGANIC),76,8/26/2024 0:00,5.55,12473,Brazil,0.04,Credit Card,13.97,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F001,BANANA (ORGANIC),66,8/26/2024 0:00,4.67,12473,Brazil,0.03,Credit Card,13.08,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F036,DATES (MEDJOOL),25,8/26/2024 0:00,5.48,12473,Brazil,0.02,Credit Card,5.58,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F008,DRAGON FRUIT,70,8/26/2024 0:00,5.4,12473,Brazil,0.05,Credit Card,10.17,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),75,8/26/2024 0:00,3.31,12473,Brazil,0.05,Credit Card,10.88,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F001,BANANA (ORGANIC),72,8/26/2024 0:00,5.52,12473,Brazil,0.02,Credit Card,11.2,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F010,GUAVA (PINK),53,8/26/2024 0:00,5.14,12473,Brazil,0.03,Credit Card,5.15,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F009,PASSION FRUIT,48,8/26/2024 0:00,4.15,12473,Brazil,0.02,Credit Card,6.51,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F009,PASSION FRUIT,67,8/26/2024 0:00,6.03,12473,Brazil,0.02,Credit Card,3.83,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),65,8/26/2024 0:00,3.56,12473,Brazil,0.02,Credit Card,6.39,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F008,DRAGON FRUIT,66,8/26/2024 0:00,5.5,12473,Brazil,0.04,Credit Card,4.17,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F007,STAR FRUIT,40,8/26/2024 0:00,5.81,12473,Brazil,0.05,Credit Card,6.44,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F006,KIWI (GREEN),63,8/26/2024 0:00,5.81,12473,Brazil,0.04,Credit Card,6.99,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F001,BANANA (ORGANIC),60,8/26/2024 0:00,4.71,12473,Brazil,0.04,Credit Card,11.5,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F012,LEMON (MEYER),26,8/26/2024 0:00,2.09,12473,Brazil,0.04,Credit Card,2.72,Citrus,Online,,Correios BR,SA1 (Brazil),Low
I536000,F003,MANGO (ALPHONSO),25,8/26/2024 0:00,7.49,12473,Brazil,0.02,Credit Card,3.37,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F005,PAPAYA (RED),64,8/26/2024 0:00,2.77,12473,Brazil,0.02,Credit Card,4.83,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536000,F040,LOQUAT,17,8/26/2024 0:00,3.46,12473,Brazil,0.02,Credit Card,5.47,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Low
I536001,F001,BANANA (ORGANIC),76,5/14/2023 0:00,4.8,12555,Brazil,0.03,Credit Card,6.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F002,PINEAPPLE (HAWAIIAN),64,5/14/2023 0:00,6.25,12555,Brazil,0.01,Credit Card,4.8,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F002,PINEAPPLE (HAWAIIAN),83,5/14/2023 0:00,6.23,12555,Brazil,0.03,Credit Card,13.1,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),77,5/14/2023 0:00,4.94,12555,Brazil,0.03,Credit Card,5.71,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),35,5/14/2023 0:00,5.05,12555,Brazil,0.03,Credit Card,4.99,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,59,5/14/2023 0:00,4.34,12555,Brazil,0.04,Credit Card,9.36,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F014,GRAPEFRUIT (RUBY RED),23,5/14/2023 0:00,1.96,12555,Brazil,0,Credit Card,4.35,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),77,5/14/2023 0:00,5.14,12555,Brazil,0.04,Credit Card,11.62,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F002,PINEAPPLE (HAWAIIAN),45,5/14/2023 0:00,6.89,12555,Brazil,0.03,Credit Card,8.59,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F002,PINEAPPLE (HAWAIIAN),36,5/14/2023 0:00,4.54,12555,Brazil,0.01,Credit Card,8.39,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F002,PINEAPPLE (HAWAIIAN),69,5/14/2023 0:00,4.52,12555,Brazil,0.01,Credit Card,14.04,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F015,TANGERINE (HONEY),31,5/14/2023 0:00,1.64,12555,Brazil,0.02,Credit Card,2.33,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536001,F001,BANANA (ORGANIC),85,5/14/2023 0:00,4.96,12555,Brazil,0,Credit Card,9.75,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F006,KIWI (GREEN),93,5/14/2023 0:00,4.82,12555,Brazil,0.01,Credit Card,13.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F003,MANGO (ALPHONSO),47,5/14/2023 0:00,6.7,12555,Brazil,0.02,Credit Card,6.08,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),41,5/14/2023 0:00,3.66,12555,Brazil,0.04,Credit Card,6.08,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F038,ALMONDS (GREEN),26,5/14/2023 0:00,3.14,12555,Brazil,0.05,Credit Card,4.04,Stone Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F013,LIME (KEY),39,5/14/2023 0:00,2.82,12555,Brazil,0.03,Credit Card,2.48,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,81,5/14/2023 0:00,3.89,12555,Brazil,0.02,Credit Card,15.67,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),75,5/14/2023 0:00,4.15,12555,Brazil,0.01,Credit Card,5.06,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,67,5/14/2023 0:00,4.17,12555,Brazil,0.1,Credit Card,8.17,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F029,MULBERRIES,65,5/14/2023 0:00,5.94,12555,Brazil,0.01,Credit Card,6.27,Berries,Online,,Correios BR,SA1 (Brazil),High
I536001,F005,PAPAYA (RED),101,5/14/2023 0:00,4.37,12555,Brazil,0.03,Credit Card,5.62,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F019,KUMQUAT,32,5/14/2023 0:00,1.16,12555,Brazil,0.04,Credit Card,3.81,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),58,5/14/2023 0:00,4.22,12555,Brazil,0.01,Credit Card,5.09,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F002,PINEAPPLE (HAWAIIAN),54,5/14/2023 0:00,5.58,12555,Brazil,0.03,Credit Card,8.37,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F008,DRAGON FRUIT,96,5/14/2023 0:00,5.1,12555,Brazil,0.01,Credit Card,16.49,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),88,5/14/2023 0:00,6.74,12555,Brazil,0.03,Credit Card,16.84,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F001,BANANA (ORGANIC),42,5/14/2023 0:00,6.61,12555,Brazil,0.03,Credit Card,7.02,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F001,BANANA (ORGANIC),53,5/14/2023 0:00,7.09,12555,Brazil,0,Credit Card,8.82,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F030,ACAI (FROZEN),50,5/14/2023 0:00,7.17,12555,Brazil,0.01,Credit Card,5.26,Berries,Online,,Correios BR,SA1 (Brazil),High
I536001,F008,DRAGON FRUIT,42,5/14/2023 0:00,7.38,12555,Brazil,0.04,Credit Card,6.58,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F003,MANGO (ALPHONSO),76,5/14/2023 0:00,5.56,12555,Brazil,0.01,Credit Card,9.79,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F001,BANANA (ORGANIC),50,5/14/2023 0:00,4.94,12555,Brazil,0.04,Credit Card,8.16,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),79,5/14/2023 0:00,4.9,12555,Brazil,0.02,Credit Card,12.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F010,GUAVA (PINK),61,5/14/2023 0:00,4.86,12555,Brazil,0.03,Credit Card,8.76,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F005,PAPAYA (RED),75,5/14/2023 0:00,4.7,12555,Brazil,0.02,Credit Card,14.96,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,69,5/14/2023 0:00,6.07,12555,Brazil,0.04,Credit Card,13.73,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,35,5/14/2023 0:00,6.88,12555,Brazil,0.01,Credit Card,5.1,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F008,DRAGON FRUIT,55,5/14/2023 0:00,7.15,12555,Brazil,0.1,Credit Card,8.59,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,83,5/14/2023 0:00,6.67,12555,Brazil,0.04,Credit Card,11.13,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,40,5/14/2023 0:00,6.24,12555,Brazil,0.03,Credit Card,4.41,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F012,LEMON (MEYER),21,5/14/2023 0:00,2.11,12555,Brazil,0.05,Credit Card,3.73,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536001,F005,PAPAYA (RED),38,5/14/2023 0:00,3.07,12555,Brazil,0.03,Credit Card,7.65,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F033,APRICOTS (DRIED),40,5/14/2023 0:00,2.89,12555,Brazil,0.04,Credit Card,5.26,Stone Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F005,PAPAYA (RED),54,5/14/2023 0:00,7.8,12555,Brazil,0,Credit Card,9.58,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,44,5/14/2023 0:00,4.81,12555,Brazil,0.01,Credit Card,7.84,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,65,5/14/2023 0:00,4.24,12555,Brazil,0,Credit Card,9.06,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F006,KIWI (GREEN),59,5/14/2023 0:00,4.71,12555,Brazil,0.03,Credit Card,3.63,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F017,BLOOD ORANGE,20,5/14/2023 0:00,1.34,12555,Brazil,0.02,Credit Card,4.34,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536001,F005,PAPAYA (RED),57,5/14/2023 0:00,3.05,12555,Brazil,0.03,Credit Card,9.74,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,V044,CUCUMBERS (PERSIAN),15,5/14/2023 0:00,2.88,12555,Brazil,0.05,Credit Card,7.06,Vegetables,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),92,5/14/2023 0:00,6.04,12555,Brazil,0.04,Credit Card,14.9,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F003,MANGO (ALPHONSO),60,5/14/2023 0:00,5.32,12555,Brazil,0.04,Credit Card,3.62,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F004,COCONUT (YOUNG),106,5/14/2023 0:00,3.14,12555,Brazil,0.02,Credit Card,8.55,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F005,PAPAYA (RED),80,5/14/2023 0:00,4.71,12555,Brazil,0.02,Credit Card,5.99,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F016,POMELO,40,5/14/2023 0:00,0.93,12555,Brazil,0.03,Credit Card,3.01,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536001,F037,FIGS (BLACK),11,5/14/2023 0:00,3.5,12555,Brazil,0.04,Credit Card,8.51,Stone Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F002,PINEAPPLE (HAWAIIAN),64,5/14/2023 0:00,3.58,12555,Brazil,0.05,Credit Card,4.84,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F032,PLUMS (BLACK),20,5/14/2023 0:00,2.68,12555,Brazil,0.04,Credit Card,5.3,Stone Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F007,STAR FRUIT,33,5/14/2023 0:00,7.99,12555,Brazil,0.04,Credit Card,8.14,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536001,F014,GRAPEFRUIT (RUBY RED),25,5/14/2023 0:00,3.25,12555,Brazil,0.03,Credit Card,2.96,Citrus,Online,,Correios BR,SA1 (Brazil),High
